MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MgMOF-74_EQeq,0.0,0.03,0.19399999999999998,0.7759999999999999,0.0000000000,0.0000000000,24.1176401013,0.5378518808,2.7968969103,0.0504369417,9.5429795706,0.1808768852,36.4575165822,.7691657077
MgMOF-74_EQeq,1e-05,0.03,0.193998,0.775992,0.0001377035,0.0001717465,24.2657505305,0.8718018085,2.8389210909,0.0724895347,9.5942775093,0.3263305742,36.6990868342,1.2707936639
MgMOF-74_EQeq,0.04,0.03,0.18600000000000003,0.7440000000000001,0.9086826927,0.0153495355,24.2398170427,0.3373280713,2.7002596060,0.0192559379,9.2741863875,0.0514945629,37.1229457289,.4234281076
MgMOF-74_EQeq,0.05,0.03,0.184,0.736,1.1363525411,0.0248620041,24.5901709096,0.4502122772,2.6607989920,0.0225279734,9.1551591392,0.0671879390,37.5424815819,.5647901937
MgMOF-74_EQeq,5e-05,0.03,0.19399,0.77596,0.0009868754,0.0005546261,24.6490248200,1.2803985497,2.8263779259,0.0516219689,9.5948385805,0.2119261247,37.0712282018,1.5445012694
MgMOF-74_EQeq,0.0001,0.03,0.19398,0.7759199999999999,0.0022950590,0.0006651713,23.9549892943,0.6578041888,2.8023902672,0.0554451217,9.5993271501,0.2181399698,36.3590017706,.9320544516
MgMOF-74_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0114752948,0.0003245704,23.8756151969,1.5414052771,2.8150249882,0.0511375834,9.4984946395,0.2407916794,36.2006101194,1.8336591103
MgMOF-74_EQeq,0.001,0.03,0.1938,0.7752,0.0233637002,0.0018509049,24.2268502988,1.2907234967,2.8154827679,0.0859469006,9.5361264866,0.2648805500,36.6018232535,1.6434018522
MgMOF-74_EQeq,0.005,0.03,0.193,0.772,0.1139037760,0.0050084897,24.0004987887,1.0247494663,2.8058236153,0.0648475993,9.5672258619,0.1477143129,36.4874520419,1.2423198682
MgMOF-74_EQeq,0.01,0.03,0.192,0.768,0.2248928272,0.0068658713,24.1091424779,1.0815119509,2.7675074506,0.0545399949,9.5065500189,0.1921144547,36.6080927746,1.3350322718
MgMOF-74_EQeq,0.02,0.03,0.19,0.76,0.4453332399,0.0168997395,24.0784251428,0.4448934854,2.7588554134,0.0725585373,9.3472458735,0.1569123242,36.6298596696,.6912640864
MgMOF-74_EQeq,0.03,0.03,0.188,0.752,0.6777309099,0.0153744970,24.1943075483,0.7998909355,2.7268108312,0.0491821651,9.2248922746,0.1999832694,36.8237415640,1.0644308670
