MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
ZIF-8_v2_EQeq,0.0,0.03,0.19399999999999998,0.7759999999999999,0.0000000000,0.0000000000,5.7657394899,0.1097293447,2.5974325987,0.0352837516,7.9172253295,0.1968319922,16.2803974181,.3418450885
ZIF-8_v2_EQeq,1e-05,0.03,0.193998,0.775992,21.5690869341,2.0789272700,6.1990887044,0.2162229244,2.5389991522,0.0879545003,7.6326631838,0.2820299959,37.9398379745,2.6651346906
ZIF-8_v2_EQeq,0.04,0.03,0.18600000000000003,0.7440000000000001,296.0644804082,3.9402057415,0.5237645477,0.2464042127,0.1300473696,0.0286360739,0.1601343185,0.0301541688,296.8784266440,4.2454001969
ZIF-8_v2_EQeq,0.05,0.03,0.184,0.736,296.6491597568,6.6193449756,0.4249923406,0.1046708040,0.1243358297,0.0349416928,0.1410310251,0.0192186781,297.3395189522,6.7781761505
ZIF-8_v2_EQeq,5e-05,0.03,0.19399,0.77596,110.6149544397,5.1183951283,6.6184426723,0.1473192432,2.0106817131,0.0531400709,5.5645073056,0.1805325509,124.8085861307,5.4993869933
ZIF-8_v2_EQeq,0.0001,0.03,0.19398,0.7759199999999999,159.9560446701,3.7716320711,6.2160038224,0.1472286571,1.5697947691,0.0663864928,4.1164392028,0.1259042008,171.8582824644,4.1111514218
ZIF-8_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,237.0425618629,0.8165777464,3.3918839071,0.1890326983,0.6889728045,0.0468007179,1.4338367903,0.0467194931,242.5572553648,1.0991306557
ZIF-8_v2_EQeq,0.001,0.03,0.1938,0.7752,249.2486734371,2.8645926891,2.5329382406,0.1878340580,0.5255348940,0.0251816911,0.9586263407,0.0598651575,253.2657729124,3.1374735957
ZIF-8_v2_EQeq,0.005,0.03,0.193,0.772,271.9887136485,2.6521620021,1.3168620761,0.0746468073,0.2857966687,0.0283243036,0.4261701159,0.0298308109,274.0175425092,2.7849639239
ZIF-8_v2_EQeq,0.01,0.03,0.192,0.768,280.6010404538,5.6677408251,1.0277947911,0.2158993664,0.2234823041,0.0221986119,0.2961651527,0.0367964999,282.1484827017,5.9426353033
ZIF-8_v2_EQeq,0.02,0.03,0.19,0.76,290.1581559337,3.6862430671,0.7083205677,0.1922175642,0.1648291830,0.0308011345,0.2177647238,0.0321768845,291.2490704082,3.9414386503
ZIF-8_v2_EQeq,0.03,0.03,0.188,0.752,294.1479280797,4.1078045441,0.6157908447,0.2220390275,0.1357589095,0.0175580963,0.1955843898,0.0339633166,295.0950622237,4.3813649845
