MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
NU-125_v2_EQeq,0.0,0.04,0.192,0.768,0.0000000000,0.0000000000,10.1435806346,0.4363312941,3.4582583920,0.1040620975,10.2612848892,0.3208973241,23.8631239158,.8612907157
NU-125_v2_EQeq,1e-05,0.04,0.191998,0.767992,1.0528810197,0.0617588252,10.1639995121,0.3325754662,3.4017867862,0.0963208543,10.2367488452,0.1366489467,24.8554161632,.6273040924
NU-125_v2_EQeq,0.04,0.04,0.184,0.736,824.4728295947,15.6337956325,2.9915093352,0.5992970314,0.4747797968,0.0693464905,0.8327606584,0.1734278020,828.7718793851,16.4758669564
NU-125_v2_EQeq,0.05,0.04,0.182,0.728,843.3580763347,11.6792850846,2.7260639289,0.9490275033,0.4141251091,0.1062535742,0.6811498789,0.1043070796,847.1794152516,12.8388732417
NU-125_v2_EQeq,5e-05,0.04,0.19199000000000002,0.7679600000000001,4.9590544207,0.2178431290,9.9527647873,0.5165068379,3.3924794290,0.0853261558,10.0517214386,0.3252008371,28.3560200756,1.1448769598
NU-125_v2_EQeq,0.0001,0.04,0.19198,0.7679199999999999,9.7957028828,0.4718362752,9.7915706917,0.4062682394,3.3736555604,0.0537245181,10.0537355915,0.2645236496,33.0146647264,1.1963526823
NU-125_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,45.0434949579,0.8563938413,8.8062879593,0.4067486068,3.0965263838,0.1023146263,9.3103300785,0.1722931579,66.2566393795,1.5377502323
NU-125_v2_EQeq,0.001,0.04,0.1918,0.7672,94.4044093819,12.4534639682,8.3395296772,0.4552778521,2.9165492847,0.0843863555,8.7948900492,0.1763817339,114.4553783930,13.1695099097
NU-125_v2_EQeq,0.005,0.04,0.191,0.764,503.6591478741,7.2356970401,6.5351911299,0.0364638492,1.6285783646,0.0584345251,4.1874238119,0.0940285523,516.0103411805,7.4246239667
NU-125_v2_EQeq,0.01,0.04,0.19,0.76,610.0904645636,4.7494413526,5.1386549511,0.4746803971,1.1712629348,0.0655957396,2.8478290501,0.0752723347,619.2482114996,5.3649898240
NU-125_v2_EQeq,0.02,0.04,0.188,0.752,735.5611266572,10.6551406313,4.0998805117,0.5606899743,0.7552554388,0.0629432214,1.6593873058,0.1401607192,742.0756499135,11.4189345462
NU-125_v2_EQeq,0.03,0.04,0.18600000000000003,0.7440000000000001,794.9636945411,17.3614146965,3.2015937006,0.3334616085,0.5395129893,0.0318532830,1.0630149521,0.1032123316,799.7678161831,17.8299419196
