MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
ZIF-8_v2_EQeq,0.0,0.01,0.198,0.792,0.0000000000,0.0000000000,1.9182549334,0.0711798265,2.6598201882,0.1110253246,8.1999925348,0.1676372401,12.7780676564,.3498423912
ZIF-8_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.0002742466,0.0007313242,1.9037562608,0.0573732656,2.6349237323,0.0472386118,8.2426223674,0.2214105801,12.7815766071,.3267537817
ZIF-8_v2_EQeq,0.04,0.01,0.19,0.76,0.6631282221,0.0471030415,1.8956007575,0.0628379071,2.5574518195,0.0698496179,7.8887627044,0.0701977683,13.0049435035,.2499883348
ZIF-8_v2_EQeq,0.05,0.01,0.188,0.752,0.8283160768,0.0203624877,1.8740541190,0.0785411887,2.5478593615,0.0407514660,7.7545909155,0.1493234566,13.0048204728,.2889785990
ZIF-8_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0007313242,0.0014853265,1.9130193016,0.0601116942,2.6391707747,0.0203907270,8.2164675227,0.0956223322,12.7693889232,.1776100799
ZIF-8_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.0018283105,0.0019175482,1.9276186595,0.0521156691,2.6521315768,0.1055661904,8.2302501002,0.1860360566,12.8118286470,.3456354643
ZIF-8_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0081359818,0.0024117072,1.9057699653,0.1096435765,2.6497883809,0.0487098970,8.2080697662,0.2601274888,12.7717640942,.4208926695
ZIF-8_v2_EQeq,0.001,0.01,0.1978,0.7912,0.0148093151,0.0029252968,1.9167446550,0.0194048409,2.6685339477,0.0491045784,8.1133866644,0.1577938833,12.7134745822,.2292285994
ZIF-8_v2_EQeq,0.005,0.01,0.19699999999999998,0.7879999999999999,0.0750521465,0.0120640789,1.8905664962,0.0397348349,2.6340450338,0.0774213725,8.1775557808,0.2071903324,12.7772194573,.3364106187
ZIF-8_v2_EQeq,0.01,0.01,0.196,0.784,0.1648221925,0.0219138098,1.9271152333,0.0610786825,2.6242329012,0.0700522858,8.1014631323,0.2279538872,12.8176334593,.3809986653
ZIF-8_v2_EQeq,0.02,0.01,0.19399999999999998,0.7759999999999999,0.3219654809,0.0238144024,1.9259070106,0.0460192068,2.6096611520,0.0119641461,8.1147328696,0.2660378055,12.9722665131,.3478355608
ZIF-8_v2_EQeq,0.03,0.01,0.192,0.768,0.4851421939,0.0401129826,1.8951980166,0.0537195078,2.6013135168,0.0903548613,7.9103660932,0.2414207326,12.8920198205,.4256080843
