MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
HKUST-1_v2_EQeq,0.0,0.01,0.198,0.792,0.0000000000,0.0000000000,10.0400343963,0.5207016549,4.0564094845,0.2857977943,10.6845725673,0.4617883199,24.7810164481,1.2682877691
HKUST-1_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.0000000000,0.0000000000,9.9627474081,0.7188933484,4.0585586194,0.2854445201,10.6845725673,0.4617883199,24.7058785948,1.4661261884
HKUST-1_v2_EQeq,0.04,0.01,0.19,0.76,0.0054781895,0.0007607802,10.1068649097,0.6486631956,3.9107642648,0.0771055955,10.4048126110,0.2569873973,24.4279199750,.9835169686
HKUST-1_v2_EQeq,0.05,0.01,0.188,0.752,0.0069570924,0.0020637096,10.3375893009,0.5509548692,3.8029768831,0.2198081393,10.2566107511,0.3183755918,24.4041340275,1.0912023099
HKUST-1_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0000000000,0.0000000000,10.2175671545,0.4139459456,4.0342568631,0.1365034818,10.7625811635,0.3914557799,25.0144051811,.9419052073
HKUST-1_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.0000312444,0.0000510219,10.0573103113,0.5712999738,4.0787274239,0.1151572973,10.6735732105,0.5295566883,24.8096421901,1.2160649813
HKUST-1_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0000520740,0.0000658690,10.0063918250,0.5720332035,4.1193956692,0.1200286608,10.7510028932,0.3297703997,24.8768424614,1.0218981330
HKUST-1_v2_EQeq,0.001,0.01,0.1978,0.7912,0.0001770518,0.0001412733,9.9613835201,0.2990189498,4.0362406799,0.1299530428,10.6193000685,0.6892629745,24.6171013203,1.1183762404
HKUST-1_v2_EQeq,0.005,0.01,0.19699999999999998,0.7879999999999999,0.0007186218,0.0004389073,10.0420802284,0.4250008736,3.9810244445,0.1167730832,10.8709827193,0.2321627258,24.8948060140,.7743755899
HKUST-1_v2_EQeq,0.01,0.01,0.196,0.784,0.0014268288,0.0001558746,10.4010100942,0.7348326385,4.0164025115,0.1461284566,10.6525875956,0.2278475190,25.0714270301,1.1089644887
HKUST-1_v2_EQeq,0.02,0.01,0.19399999999999998,0.7759999999999999,0.0027286800,0.0006958464,10.2775782277,0.5774787735,4.0955898671,0.1450185338,10.5893412941,0.2080620329,24.9652380689,.9312551866
HKUST-1_v2_EQeq,0.03,0.01,0.192,0.768,0.0038847238,0.0003930124,10.0361700469,0.4364072285,3.9405215174,0.0845511023,10.4826764789,0.2651683008,24.4632527670,.7865196440
