MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MOF-177_EQeq,0.0,0.02,0.196,0.784,0.0000000000,0.0000000000,1.7740677078,0.0305668794,2.5212274584,0.1897127922,7.9880955112,0.2682737992,12.2833906774,.4885534708
MOF-177_EQeq,1e-05,0.02,0.195998,0.783992,0.0000873053,0.0003492213,1.7647292491,0.1493431807,2.5642405253,0.0909814724,8.0062374537,0.1059979185,12.3352945334,.3466717929
MOF-177_EQeq,0.04,0.02,0.188,0.752,0.5049739949,0.0157479058,1.7618558772,0.1595706222,2.4773436817,0.0658376420,7.7274003698,0.0961234674,12.4715739236,.3372796374
MOF-177_EQeq,0.05,0.02,0.18600000000000003,0.7440000000000001,0.6557502897,0.0374636495,1.7324038151,0.1557477724,2.4217923929,0.0876859729,7.6235796731,0.3315743949,12.4335261708,.6124717897
MOF-177_EQeq,5e-05,0.02,0.19599,0.78396,0.0009603586,0.0008554140,1.7350377393,0.0780378988,2.5720769140,0.0388613718,8.1259132935,0.1648143559,12.4339883054,.2825690405
MOF-177_EQeq,0.0001,0.02,0.19598,0.78392,0.0012222745,0.0020953278,1.7757438414,0.1799486996,2.5463039022,0.1140522230,7.9903823106,0.1471994827,12.3136523287,.4432957331
MOF-177_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0065478993,0.0037040512,1.7769410797,0.0958317277,2.5701613523,0.1084355081,8.0626451744,0.2456181153,12.4162955057,.4535894023
MOF-177_EQeq,0.001,0.02,0.1958,0.7832,0.0128338827,0.0032945471,1.7237836993,0.1437914595,2.5525730132,0.0950157916,8.0544126963,0.0985117310,12.3436032915,.3406135292
MOF-177_EQeq,0.005,0.02,0.195,0.78,0.0609391163,0.0065239922,1.7532357614,0.1160824867,2.5452590504,0.1033376710,8.0342888608,0.1513055791,12.3937227889,.3772497290
MOF-177_EQeq,0.01,0.02,0.19399999999999998,0.7759999999999999,0.1313072075,0.0079902260,1.7302487861,0.0967012863,2.5006787058,0.0763131367,8.0153846517,0.2618780273,12.3776193511,.4428826763
MOF-177_EQeq,0.02,0.02,0.192,0.768,0.2598206447,0.0111176397,1.7635320108,0.0773234294,2.4825679408,0.0819052469,7.8091153381,0.0418911041,12.3150359344,.2122374201
MOF-177_EQeq,0.03,0.02,0.19,0.76,0.3882467765,0.0221115277,1.7228259087,0.0308878199,2.4675917313,0.0929011102,7.8112496842,0.2373920612,12.3899141007,.3832925190
