MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.0,0.03,0.19399999999999998,0.7759999999999999,0.0000000000,0.0000000000,69.3082114710,2.0203553717,0.4671581673,0.0162627890,1.4903386670,0.0616329701,71.2657083053,2.0982511308
MOF-801_EQeq,1e-05,0.03,0.193998,0.775992,0.0000772669,0.0001892644,69.6053872635,0.6371892455,0.4684578920,0.0227291551,1.5045346907,0.0566113037,71.5784571131,.7167189687
MOF-801_EQeq,0.04,0.03,0.18600000000000003,0.7440000000000001,0.1119983497,0.0080052371,69.9891116759,2.1020737447,0.4552130791,0.0135399918,1.4619737112,0.0501684077,72.0182968159,2.1737873813
MOF-801_EQeq,0.05,0.03,0.184,0.736,0.1393508270,0.0123569052,69.6895955815,1.0263843225,0.4537586253,0.0256761592,1.4275402261,0.0812212136,71.7102452599,1.1456386005
MOF-801_EQeq,5e-05,0.03,0.19399,0.77596,0.0001931672,0.0003455480,69.6665329699,2.0865007112,0.4739662487,0.0338923327,1.5032613833,0.0370134186,71.6439537691,2.1577520105
MOF-801_EQeq,0.0001,0.03,0.19398,0.7759199999999999,0.0001545338,0.0002891062,69.2404278173,1.6672904291,0.4632280476,0.0211352506,1.5161570079,0.0739919291,71.2199674066,1.7627067150
MOF-801_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0012749036,0.0013950899,69.2787236668,1.2834058921,0.4747089485,0.0202178334,1.5076773219,0.0522360141,71.2623848408,1.3572548295
MOF-801_EQeq,0.001,0.03,0.1938,0.7752,0.0022793731,0.0012789945,69.9351996300,0.9779347617,0.4639707474,0.0192308817,1.4907992250,0.0437446154,71.8922489755,1.0421892533
MOF-801_EQeq,0.005,0.03,0.193,0.772,0.0136376052,0.0019789979,69.0506506073,1.9915121780,0.4667249258,0.0215349145,1.4788247165,0.0418466970,71.0098378548,2.0568727874
MOF-801_EQeq,0.01,0.03,0.192,0.768,0.0283955802,0.0043158933,70.2079937316,1.4332649399,0.4575030701,0.0208909758,1.4958382716,0.0568169160,72.1897306535,1.5152887250
MOF-801_EQeq,0.02,0.03,0.19,0.76,0.0548981218,0.0068257760,68.8077272683,1.4643613331,0.4564509121,0.0198256255,1.4783641584,0.0542968002,70.7974404606,1.5453095348
MOF-801_EQeq,0.03,0.03,0.188,0.752,0.0847617728,0.0064015043,69.2481295381,0.8845952405,0.4568841536,0.0219705765,1.4658478169,0.0245454520,71.2556232814,.9375127733
