MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.0,0.02,0.196,0.784,0.0000000000,0.0000000000,64.6025876823,1.4368206772,0.5545182300,0.0171936293,1.7842017766,0.0650029312,66.9413076889,1.5190172377
MOF-801_EQeq,1e-05,0.02,0.195998,0.783992,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.04,0.02,0.188,0.752,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.05,0.02,0.18600000000000003,0.7440000000000001,0.0,0.0,,,,,,,,
MOF-801_EQeq,5e-05,0.02,0.19599,0.78396,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.0001,0.02,0.19598,0.78392,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.001,0.02,0.1958,0.7832,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.005,0.02,0.195,0.78,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.01,0.02,0.19399999999999998,0.7759999999999999,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.02,0.02,0.192,0.768,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.03,0.02,0.19,0.76,0.0,0.0,,,,,,,,
