MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
UIO-66_v2_EQeq,0.0,0.03,0.19399999999999998,0.7759999999999999,0.0000000000,0.0000000000,22.5344691078,0.4416796521,2.0615875083,0.0260312470,6.0884988988,0.1495070592,30.6845555149,.6172179583
UIO-66_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.4032599991,0.0331265063,22.3037870844,0.4718827185,2.0470083732,0.0621918209,6.0986935349,0.1273527227,30.8527489916,.6945537684
UIO-66_v2_EQeq,0.04,0.03,0.18600000000000003,0.7440000000000001,0.0,0.0,,,,,,,,
UIO-66_v2_EQeq,0.05,0.03,0.184,0.736,0.0,0.0,,,,,,,,
UIO-66_v2_EQeq,5e-05,0.03,0.19399,0.77596,1.8428282476,0.2292039977,21.7511840738,0.2246698657,2.0484754560,0.0208533143,5.9423222663,0.1043126827,31.5848100437,.5790398604
UIO-66_v2_EQeq,0.0001,0.03,0.19398,0.7759199999999999,3.3886690889,0.1994546729,21.1101998835,0.7075050543,2.0332544722,0.0266728858,5.9131832671,0.0765149503,32.4453067117,1.0101475633
UIO-66_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,11.6225745753,0.1753147591,18.7407605543,0.4043844077,1.9470327948,0.0449248772,5.4687934607,0.1208019141,37.7791613851,.7454259581
UIO-66_v2_EQeq,0.001,0.03,0.1938,0.7752,18.6989172728,0.4134058679,17.4040740112,0.2300438755,1.8997805037,0.0338723321,5.1259218941,0.1151881005,43.1286936818,.7925101760
UIO-66_v2_EQeq,0.005,0.03,0.193,0.772,0.0,0.0,,,,,,,,
UIO-66_v2_EQeq,0.01,0.03,0.192,0.768,0.0,0.0,,,,,,,,
UIO-66_v2_EQeq,0.02,0.03,0.19,0.76,0.0,0.0,,,,,,,,
UIO-66_v2_EQeq,0.03,0.03,0.188,0.752,0.0,0.0,,,,,,,,
