MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
IRMOF-1_v2_EQeq,0.0,0.03,0.19399999999999998,0.7759999999999999,0.0000000000,0.0000000000,2.1685682546,0.1202164652,1.7693299636,0.0777408739,5.7767924332,0.1840691557,9.7146906514,.3820264948
IRMOF-1_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.0005529545,0.0005529545,2.2524967032,0.0714141798,1.8332253204,0.0296874078,5.7920274300,0.2533498408,9.8783024081,.3550043829
IRMOF-1_v2_EQeq,0.04,0.03,0.18600000000000003,0.7440000000000001,1.6444867752,0.1755846144,2.2117824770,0.0983173344,1.7711481241,0.0425017725,5.5234821884,0.1699877098,11.1508995647,.4863914311
IRMOF-1_v2_EQeq,0.05,0.03,0.184,0.736,2.1251425013,0.3265015070,2.2464252835,0.1388728117,1.7150448839,0.0374454246,5.4923300308,0.1540503014,11.5789426995,.6568700447
IRMOF-1_v2_EQeq,5e-05,0.03,0.19399,0.77596,0.0013823863,0.0012364439,2.2814252322,0.1193432673,1.8015373792,0.0347853991,5.8472827168,0.1974377513,9.9316277145,.3528028616
IRMOF-1_v2_EQeq,0.0001,0.03,0.19398,0.7759199999999999,0.0030412499,0.0018751600,2.2796395206,0.1764384344,1.8176410871,0.0511253649,5.8404610765,0.2043255582,9.9407829341,.4337645175
IRMOF-1_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0188004541,0.0038508827,2.2060681997,0.0797187772,1.8262124154,0.0711395551,5.8240891396,0.0960062237,9.8751702088,.2507154387
IRMOF-1_v2_EQeq,0.001,0.03,0.1938,0.7752,0.0420245444,0.0111073688,2.3314251591,0.1581233317,1.8480303422,0.0581254533,5.8907138270,0.1602232146,10.1121938727,.3875793684
IRMOF-1_v2_EQeq,0.005,0.03,0.193,0.772,0.1898016428,0.0323915271,2.2803538052,0.2543094180,1.8194592476,0.1137162667,5.8015777265,0.2682808523,10.0911924221,.6686980641
IRMOF-1_v2_EQeq,0.01,0.03,0.192,0.768,0.3818151037,0.0661503275,2.2557109842,0.1841054012,1.8173813498,0.0924985482,5.6719665599,0.2516329613,10.1268739976,.5943872382
IRMOF-1_v2_EQeq,0.02,0.03,0.19,0.76,0.8131196379,0.1553905539,2.2757109549,0.0564510883,1.7781610291,0.0579953146,5.6851550646,0.2361929965,10.5521466865,.5060299533
IRMOF-1_v2_EQeq,0.03,0.03,0.188,0.752,1.2171911614,0.2677193762,2.3028537723,0.0780370303,1.7695897008,0.0818333027,5.5714610588,0.0978201977,10.8610956933,.5254099069
