MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
IRMOF-1_v2_EQeq,0.0,0.04,0.192,0.768,0.0000000000,0.0000000000,2.9771384997,0.1573600089,1.7937452625,0.1127079992,5.6919767049,0.1521196906,10.4628604671,.4221876987
IRMOF-1_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0000000000,0.0000000000,2.9567813866,0.1690215481,1.8038750142,0.0551964517,5.6687831278,0.1654034838,10.4294395286,.3896214836
IRMOF-1_v2_EQeq,0.04,0.04,0.184,0.736,0.3812786950,0.0235921336,3.0342812732,0.0732411770,1.7384212340,0.0872284067,5.4934669709,0.1500581711,10.6474481731,.3341198884
IRMOF-1_v2_EQeq,0.05,0.04,0.182,0.728,0.4780307682,0.0167450596,3.0124955908,0.1783281451,1.6799803588,0.0864515360,5.4473072045,0.1432753799,10.6178139223,.4248001206
IRMOF-1_v2_EQeq,5e-05,0.04,0.19199000000000002,0.7679600000000001,0.0006510907,0.0008235718,3.0078527404,0.1924808332,1.7981607953,0.0688690688,5.7658778087,0.2003059948,10.5725424351,.4624794686
IRMOF-1_v2_EQeq,0.0001,0.04,0.19198,0.7679199999999999,0.0014323995,0.0015185913,3.0024956054,0.0914898009,1.7919271020,0.0772324167,5.6817442444,0.1375545243,10.4775993513,.3077953332
IRMOF-1_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0046878528,0.0025250233,3.0314241345,0.3071473909,1.7890699925,0.0705912064,5.7288135628,0.1343584175,10.5539955426,.5146220381
IRMOF-1_v2_EQeq,0.001,0.04,0.1918,0.7672,0.0098965781,0.0068112922,3.1167811524,0.1193860105,1.8147839776,0.0409891344,5.7608752724,0.2230118864,10.7023369805,.3901983235
IRMOF-1_v2_EQeq,0.005,0.04,0.191,0.764,0.0509152902,0.0126358567,3.0414241199,0.2320424960,1.8233553060,0.0964181517,5.6992531213,0.0894349165,10.6149478374,.4305314209
IRMOF-1_v2_EQeq,0.01,0.04,0.19,0.76,0.0971427276,0.0182936782,2.9832099194,0.1136274029,1.7703689125,0.0977026345,5.6260341816,0.1047624716,10.4767557411,.3343861872
IRMOF-1_v2_EQeq,0.02,0.04,0.188,0.752,0.1808729875,0.0148562855,3.0378526965,0.0947982510,1.7776415547,0.0769699171,5.7540536321,0.2382088852,10.7504208708,.4248333388
IRMOF-1_v2_EQeq,0.03,0.04,0.18600000000000003,0.7440000000000001,0.2893446927,0.0174044707,2.9953527587,0.2160117772,1.7615378469,0.0981050563,5.5646394185,0.2912008683,10.6108747168,.6227221725
